date,strategy_equity,benchmark_equity,strategy_position,benchmark_position,strategy_trade,benchmark_trade,strategy_trade_price,benchmark_trade_price,strategy_dividend_cash,benchmark_dividend_cash,strategy_split_ratio,benchmark_split_ratio
2013-04-29,10000.0,9769.27330797383,0,1,,BUY,0.0,16.958475763320923,0.0,0.0,1.0,1.0
2013-04-30,10000.0,10033.872635061232,0,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-05-02,10000.0,10298.47308366963,0,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-05-03,10000.0,10445.47308366963,0,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-05-06,10000.0,10551.31326311299,0,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-05-07,10000.0,10527.792724782912,0,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-05-08,10000.0,10298.47308366963,0,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-05-09,10000.0,10445.47308366963,0,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-05-10,10000.0,10539.552993947951,0,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-05-13,10000.0,10492.513038808791,0,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-05-14,10000.0,10592.47308366963,0,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-05-15,10000.0,10827.672859365432,0,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-05-16,10000.0,11062.872635061232,0,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-05-17,10000.0,11086.39317339131,0,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-05-20,10000.0,10921.752769643752,0,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-05-21,10000.0,10886.47308366963,0,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-05-22,10000.0,10739.47308366963,0,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-05-23,10000.0,10498.39317339131,0,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-05-24,10000.0,10615.993621999709,0,1,,,0.0,0.0,0.0,0.0,1.0,1.0
2013-05-27,10000.0,10615.993621999709,0,1,,,0.0,0.0,0.0,0.0,1.0,1.0
